N,runtime,cp_times
324,13.283,5517
325,13.274,5517
326,13.219,5518
327,13.25,5518
328,13.188,5518
329,13.345,5518
330,13.187,5518
331,13.153,5519
332,13.311,5519
333,13.273,5519
334,13.331,5519
335,13.334,5519
336,13.291,5519
337,13.335,5519
338,13.366,5519
339,13.353,5519
340,13.265,5519
341,13.436,5519
342,13.465,5519
343,13.27,5519
344,13.316,5519
345,13.48,5519
346,13.45,5518
347,13.374,5518
348,13.654,5518
349,13.379,5517
350,13.401,5517
351,13.62,5517
352,13.588,5517
353,13.544,5517
354,13.534,5517
355,13.532,5517
356,13.522,5517
357,13.525,5517
358,13.505,5518
359,13.574,5518
360,13.489,5518
361,13.649,5518
362,13.553,5517
363,13.557,5517
364,13.503,5517
365,13.471,5517
366,13.596,5517
367,13.686,5517
368,13.476,5517
369,13.542,5517
370,13.635,5517
371,13.551,5517
372,13.588,5517
373,13.638,5517
374,13.562,5517
375,13.708,5517
376,13.562,5517
377,13.704,5517
378,13.634,5517
379,13.821,5516
380,13.656,5517
381,13.721,5517
382,13.718,5517
383,13.765,5517
384,13.848,5517
385,13.78,5517
386,13.64,5517
387,13.853,5517
388,13.819,5517
389,13.751,5517
390,13.86,5517
391,13.708,5516
392,13.783,5516
393,13.955,5516
394,13.849,5515
395,13.801,5516
396,13.88,5516
397,14.007,5517
398,13.843,5516
399,14.063,5516
400,13.936,5516
401,13.906,5515
402,13.956,5515
403,13.982,5516
404,13.861,5517
405,13.988,5516
406,13.964,5516
407,14.041,5517
408,13.955,5516
409,14.08,5516
410,13.978,5516
411,14.008,5516
412,14.014,5516
413,14.133,5512
414,14.257,5514
415,14.167,5514
416,14.129,5512
417,14.245,5513
418,14.232,5513
419,14.115,5513
420,14.288,5513
421,14.24,5512
422,14.217,5513
423,14.265,5513
424,14.207,5512
425,14.392,5513
426,14.256,5513
427,14.377,5513
428,14.38,5514
429,14.432,5514
430,14.358,5512
431,14.48,5511
432,14.417,5511
433,14.664,5512
434,14.471,5512
435,14.474,5511
436,14.531,5511
437,14.553,5510
438,14.673,5511
439,14.706,5510
440,14.699,5510
441,14.577,5510
442,14.672,5511
443,14.71,5510
444,14.754,5508
445,14.802,5509
446,14.747,5509
447,14.824,5507
448,14.753,5509
449,14.863,5507
450,14.847,5509
451,14.938,5509
452,14.927,5508
453,14.925,5507
454,14.96,5506
455,15.017,5506
456,15.008,5505
457,15.021,5507
458,15.034,5506
459,15.022,5505
460,15.032,5507
461,15.182,5506
462,15.125,5506
463,15.159,5506
464,15.143,5505
465,15.184,5505
466,15.248,5503
467,15.275,5504
468,15.422,5503
469,15.376,5503
470,15.494,5504
471,15.372,5503
472,15.513,5502
473,15.499,5502
474,15.5,5504
475,15.644,5504
476,15.465,5503
477,15.65,5503
478,15.551,5503
479,15.539,5502
480,15.692,5502
481,15.544,5503
482,15.712,5501
483,15.719,5502
484,15.694,5501
485,15.754,5501
486,15.765,5500
487,15.823,5501
488,15.841,5500
489,15.884,5499
490,16.014,5500
491,15.876,5501
492,15.956,5499
493,15.92,5499
494,15.915,5499
495,15.982,5498
496,16.07,5499
497,16.06,5500
498,16.064,5498
499,16.068,5500
500,16.101,5497
501,16.221,5498
502,16.093,5497
503,16.233,5499
504,16.239,5498
505,16.173,5498
506,16.218,5497
507,16.303,5497
508,16.281,5498
509,16.37,5495
510,16.445,5497
511,16.482,5496
512,16.303,5498
513,16.583,5497
514,16.488,5498
515,16.472,5497
516,16.473,5498
517,16.564,5496
518,16.535,5496
519,16.59,5495
520,16.638,5498
521,16.58,5497
522,16.532,5495
523,16.657,5496
524,16.71,5497
525,16.765,5498
526,16.859,5496
527,16.766,5496
528,16.779,5496
529,16.849,5494
530,16.768,5496
531,16.868,5495
532,16.792,5494
533,16.936,5493
534,16.959,5493
535,16.989,5494
536,16.888,5495
537,16.926,5494
538,16.945,5490
539,17.154,5493
540,17.073,5489
541,17.142,5493
542,17.145,5492
543,17.195,5490
544,17.117,5490
545,17.16,5490
546,17.258,5490
547,17.18,5488
548,17.231,5487
549,17.225,5490
550,17.241,5492
551,17.365,5488
552,17.365,5487
553,17.32,5486
554,17.377,5485
555,17.4,5488
556,17.392,5486
557,17.42,5486
558,17.509,5485
559,17.47,5485
560,17.636,5485
561,17.49,5483
562,17.637,5486
563,17.715,5484
564,17.711,5486
565,17.722,5486
566,17.648,5485
567,17.649,5484
568,17.693,5486
569,17.823,5485
570,17.825,5484
571,17.795,5483
572,17.846,5485
573,17.864,5483
574,17.911,5484
575,18.02,5482
576,18.056,5481
577,18.032,5485
578,18.093,5481
579,18.133,5483
580,18.145,5480
581,18.119,5479
582,18.089,5479
583,18.181,5478
584,18.269,5476
585,18.223,5478
586,18.379,5476
587,18.185,5479
588,18.275,5475
589,18.318,5475
590,18.308,5475
591,18.259,5475
592,18.346,5478
593,18.351,5473
594,18.37,5473
595,18.38,5474
596,18.46,5474
597,18.431,5476
598,18.495,5473
599,18.469,5473
600,18.515,5474
601,18.503,5470
602,18.525,5477
603,18.537,5472
604,18.686,5472
605,18.671,5474
606,18.792,5472
607,18.818,5471
608,18.764,5476
609,18.824,5471
610,18.789,5474
611,18.838,5471
612,18.876,5472
613,19.025,5472
614,18.976,5471
615,19.058,5469
616,18.947,5469
617,18.958,5471
618,19.083,5470
619,19.053,5471
620,19.049,5469
621,19.161,5471
622,19.124,5465
623,19.112,5464
624,19.171,5466
625,19.197,5467
626,19.256,5467
627,19.219,5462
628,19.215,5460
629,19.29,5460
630,19.385,5460
631,19.476,5460
632,19.363,5458
633,19.367,5459
634,19.401,5458
635,19.409,5457
636,19.5,5457
637,19.493,5456
638,19.477,5452
639,19.646,5454
640,19.697,5455
641,19.516,5454
642,19.579,5450
643,19.657,5451
644,19.661,5451
645,19.753,5448
646,19.678,5448
647,19.822,5450
648,19.744,5453
649,19.863,5452
650,19.725,5448
651,19.868,5452
652,19.766,5450
653,19.808,5449
654,19.852,5449
655,19.909,5447
656,19.909,5448
657,19.931,5446
658,19.896,5448
659,20.029,5444
660,20.079,5446
661,20.087,5445
662,20.057,5445
663,20.15,5444
664,20.138,5446
665,20.119,5443
666,20.337,5444
667,20.204,5442
668,20.27,5442
669,20.27,5441
670,20.206,5443
671,20.231,5441
672,20.308,5438
673,20.306,5440
674,20.376,5440
675,20.377,5442
676,20.309,5437
677,20.447,5440
678,20.467,5441
679,20.463,5436
680,20.528,5438
681,20.448,5442
682,20.58,5437
683,20.514,5435
684,20.581,5439
685,20.582,5436
686,20.586,5437
687,20.606,5435
688,20.681,5430
689,20.764,5433
690,20.748,5432
691,20.632,5433
692,20.831,5433
693,20.758,5433
694,20.855,5433
695,20.782,5432
696,20.83,5429
697,20.81,5432
698,20.83,5428
699,21.058,5429
700,20.921,5428
701,21.055,5428
702,20.965,5428
703,20.99,5432
704,21.046,5430
705,21.086,5430
706,20.982,5431
707,21.038,5426
708,21.006,5430
709,20.949,5430
710,21.071,5429
711,21.082,5426
712,21.186,5428
713,21.119,5430
714,21.25,5427
715,21.184,5424
716,21.249,5422
717,21.352,5425
718,21.564,5427
719,21.337,5422
720,21.451,5421
721,21.357,5422
722,21.471,5423
723,21.428,5420
724,21.411,5423
725,21.416,5423
726,21.396,5420
727,21.376,5422
728,21.499,5419
729,21.768,5422
730,21.598,5420
731,21.626,5422
732,21.601,5418
733,21.74,5419
734,21.676,5420
735,21.702,5414
736,21.669,5419
737,21.745,5414
738,21.691,5415
739,21.779,5417
740,21.85,5416
741,21.756,5418
742,21.782,5415
743,21.846,5414
744,21.958,5415
745,22.012,5411
746,21.998,5412
747,21.9,5410
748,22.005,5408
749,22,5408
750,21.93,5411
751,22.003,5410
752,22.18,5410
753,22.104,5408
754,22.165,5411
755,22.25,5410
756,22.193,5408
757,22.184,5411
758,22.285,5407
759,22.238,5407
760,22.242,5408
761,22.406,5406
762,22.287,5403
763,22.217,5403
764,22.309,5404
765,22.267,5404
766,22.308,5403
767,22.411,5399
768,22.371,5404
769,22.423,5404
770,22.534,5402
771,22.464,5400
772,22.494,5399
773,22.519,5399
774,22.561,5394
775,22.599,5400
776,22.596,5395
777,22.681,5400
778,22.61,5398
779,22.723,5394
780,22.732,5395
781,22.963,5392
782,22.821,5393
783,22.728,5394
784,22.699,5395
785,22.879,5392
786,22.79,5393
787,22.89,5391
788,22.777,5395
789,22.902,5393
790,22.955,5396
791,22.846,5391
792,22.953,5392
793,22.973,5387
794,22.944,5389
795,23.074,5391
796,23.03,5388
797,23.062,5389
798,23.096,5389
799,22.976,5388
800,23.103,5389
801,23.081,5388
802,23.128,5384
803,23.225,5388
804,23.184,5387
805,23.393,5388
806,23.18,5387
807,23.232,5389
808,23.383,5385
809,23.242,5383
810,23.192,5386
811,23.316,5386
812,23.393,5385
813,23.351,5385
814,23.29,5379
815,23.357,5379
816,23.338,5379
817,23.425,5377
818,23.482,5372
819,23.463,5374
820,23.523,5374
821,23.488,5377
822,23.476,5375
823,23.56,5377
824,23.62,5373
825,23.686,5376
826,23.749,5376
827,23.611,5380
828,23.67,5378
829,23.706,5374
830,23.699,5372
831,23.819,5373
832,23.747,5372
833,23.837,5369
834,23.749,5373
835,23.702,5370
836,23.996,5367
837,23.811,5373
838,23.856,5373
839,23.914,5369
840,23.895,5372
841,23.897,5366
842,23.922,5365
843,23.867,5364
844,24.046,5365
845,23.996,5366
846,24.053,5367
847,24.02,5365
848,24.015,5361
849,23.948,5361
850,24.072,5355
851,24.302,5360
852,24.114,5358
853,24.177,5357
854,24.091,5355
855,24.169,5360
856,24.243,5353
857,24.206,5349
858,24.369,5357
859,24.317,5354
860,24.266,5352
861,24.302,5354
862,24.28,5355
863,24.423,5352
864,24.402,5347
865,24.559,5352
866,24.446,5350
867,24.384,5347
868,24.359,5347
869,24.471,5348
870,24.509,5350
871,24.494,5348
872,24.547,5343
873,24.481,5344
874,24.597,5336
875,24.756,5341
876,24.61,5342
877,24.663,5339
878,24.593,5339
879,24.645,5335
880,24.603,5333
881,24.724,5334
882,24.666,5336
883,24.667,5327
884,24.696,5334
885,24.678,5329
886,24.793,5335
887,24.737,5327
888,25.058,5321
889,24.934,5329
890,24.83,5328
891,24.845,5325
892,24.931,5326
893,24.882,5325
894,24.972,5324
895,24.919,5330
896,25.046,5319
897,24.935,5325
898,24.95,5322
899,24.918,5316
900,24.982,5322
901,24.949,5318
902,25.136,5317
903,25.098,5313
904,25.11,5317
905,25.147,5317
906,25.064,5321
907,25.045,5320
908,25.077,5318
909,25.281,5311
910,25.282,5313
911,25.182,5311
912,25.189,5312
913,25.178,5311
914,25.313,5303
915,25.377,5306
916,25.236,5306
917,25.244,5304
918,25.388,5312
919,25.403,5301
920,25.351,5307
921,25.406,5308
922,25.504,5306
923,25.413,5300
924,25.429,5297
925,25.529,5299
926,25.458,5298
927,25.536,5291
928,25.608,5291
929,25.656,5289
930,25.613,5292
931,25.739,5293
932,25.531,5292
933,25.66,5284
934,25.69,5286
935,25.62,5285
936,25.725,5277
937,25.916,5284
938,25.879,5284
939,25.728,5277
940,25.683,5277
941,25.914,5282
942,25.83,5278
943,25.818,5273
944,25.799,5273
945,26.338,5273
946,25.886,5273
947,26.035,5270
948,26.044,5268
949,25.956,5268
950,25.945,5271
951,25.992,5272
952,25.97,5274
953,26.054,5265
954,26.151,5265
955,26.27,5263
956,26.126,5263
957,26.153,5271
958,26.088,5264
959,26.259,5266
960,26.318,5255
961,26.13,5259
962,26.278,5254
963,26.237,5257
964,26.285,5257
965,26.41,5251
966,26.34,5253
967,26.351,5256
968,26.357,5255
969,26.384,5250
970,26.326,5259
971,26.374,5249
972,26.378,5256
973,26.422,5255
974,26.508,5246
975,26.392,5246
976,26.462,5245
977,26.577,5249
978,26.781,5242
979,26.478,5245
980,26.625,5245
981,26.518,5242
982,26.654,5241
983,26.722,5242
984,26.573,5238
985,26.854,5241
986,26.775,5238
987,26.728,5235
988,26.668,5241
989,26.655,5237
990,26.636,5237
991,26.962,5237
992,26.768,5234
993,26.817,5237
994,26.873,5232
995,26.791,5235
996,26.886,5237
997,27.018,5233
998,26.925,5236
999,26.996,5234
1000,26.952,5230
