N,runtime,cp_times
1682,8.28,0
1683,8.266,0
1684,8.255,0
1685,8.267,0
1686,8.339,0
1687,8.326,0
1688,8.239,0
1689,8.333,0
1690,8.288,0
1691,8.204,0
1692,8.318,0
1693,8.367,0
1694,8.206,0
1695,8.286,0
1696,8.243,0
1697,8.325,0
1698,8.255,0
1699,8.198,0
1700,8.176,0
1701,8.024,0
1702,8.288,0
1703,8.316,0
1704,8.129,0
1705,8.299,0
1706,8.331,0
1707,8.307,0
1708,8.337,0
1709,8.226,0
1710,8.078,0
1711,8.36,0
1712,8.282,0
1713,8.325,0
1714,8.144,0
1715,8.342,0
1716,8.301,0
1717,8.224,0
1718,8.367,0
1719,8.253,0
1720,8.278,0
1721,8.334,0
1722,8.302,0
1723,8.351,0
1724,8.348,0
1725,8.125,0
1726,8.317,0
1727,8.081,0
1728,8.223,0
1729,8.264,0
1730,8.123,0
1731,8.334,0
1732,8.338,0
1733,8.364,0
1734,8.341,0
1735,8.114,0
1736,8.286,0
1737,8.265,0
1738,8.11,0
1739,8.297,0
1740,8.331,0
1741,8.227,0
1742,8.123,0
1743,8.281,0
1744,8.215,0
1745,8.239,0
1746,8.308,0
1747,8.085,0
1748,8.269,0
1749,8.325,0
1750,8.277,0
1751,8.318,0
1752,8.337,0
1753,8.256,0
1754,8.284,0
1755,8.209,0
1756,8.219,0
1757,8.269,0
1758,8.289,0
1759,8.322,0
1760,8.301,0
1761,8.312,0
1762,8.317,0
1763,8.263,0
1764,8.31,0
1765,8.328,0
1766,8.301,0
1767,8.303,0
1768,8.248,0
1769,8.295,0
1770,8.312,0
1771,8.193,0
1772,8.31,0
1773,8.088,0
1774,8.376,0
1775,8.336,0
1776,8.198,0
1777,8.352,0
1778,8.33,0
1779,8.331,0
1780,8.277,0
1781,8.183,0
1782,8.236,0
1783,8.17,0
1784,8.326,0
1785,8.283,0
1786,8.213,0
1787,8.359,0
1788,8.273,0
1789,8.275,0
1790,8.289,0
1791,8.236,0
1792,8.159,0
1793,8.318,0
1794,8.378,0
1795,8.254,0
1796,8.283,0
1797,8.246,0
1798,8.261,0
1799,8.317,0
1800,8.282,0
1801,8.29,0
1802,8.291,0
1803,8.267,0
1804,8.324,0
1805,8.316,0
1806,8.064,0
1807,8.215,0
1808,8.374,0
1809,8.343,0
1810,8.298,0
1811,8.176,0
1812,8.198,0
1813,8.345,0
1814,8.284,0
1815,8.329,0
1816,8.302,0
1817,8.311,0
1818,8.337,0
1819,8.068,0
1820,8.256,0
1821,8.35,0
1822,8.299,0
1823,8.303,0
1824,8.323,0
1825,8.342,0
1826,8.245,0
1827,8.318,0
1828,8.135,0
1829,8.145,0
1830,8.335,0
1831,8.263,0
1832,8.342,0
1833,8.266,0
1834,8.296,0
1835,8.306,0
1836,8.304,0
1837,8.249,0
1838,8.245,0
1839,8.257,0
1840,8.295,0
1841,8.332,0
1842,8.245,0
1843,8.309,0
1844,8.225,0
1845,8.326,0
1846,8.295,0
1847,8.31,0
1848,8.291,0
1849,8.067,0
1850,8.275,0
1851,8.231,0
1852,8.299,0
1853,8.2,0
1854,8.301,0
1855,8.181,0
1856,8.041,0
1857,8.371,0
1858,8.034,0
1859,8.223,0
1860,8.333,0
1861,8.288,0
1862,8.223,0
1863,8.342,0
1864,8.233,0
1865,8.324,0
1866,8.315,0
1867,8.34,0
1868,8.285,0
1869,8.236,0
1870,8.291,0
1871,8.098,0
1872,8.325,0
1873,8.261,0
1874,8.307,0
1875,8.343,0
1876,8.145,0
1877,8.373,0
1878,7.98,0
1879,8.298,0
1880,8.323,0
1881,8.286,0
1882,8.234,0
1883,8.104,0
1884,8.334,0
1885,8.225,0
1886,8.119,0
1887,8.334,0
1888,8.264,0
1889,8.291,0
1890,8.156,0
1891,8.273,0
1892,8.273,0
1893,8.336,0
1894,8.345,0
1895,8.26,0
1896,8.306,0
1897,8.326,0
1898,8.361,0
1899,8.173,0
1900,8.284,0
1901,8.308,0
1902,8.227,0
1903,8.274,0
1904,8.219,0
1905,8.293,0
1906,8.272,0
1907,8.16,0
1908,8.344,0
1909,8.243,0
1910,8.308,0
1911,8.22,0
1912,8.334,0
1913,8.157,0
1914,8.291,0
1915,8.202,0
1916,8.289,0
1917,8.323,0
1918,8.358,0
1919,8.266,0
1920,8.136,0
1921,8.242,0
1922,8.244,0
1923,8.36,0
1924,8.302,0
1925,8.167,0
1926,8.075,0
1927,8.308,0
1928,8.163,0
1929,8.3,0
1930,8.321,0
1931,8.052,0
1932,8.344,0
1933,8.171,0
1934,8.304,0
1935,8.33,0
1936,8.175,0
1937,8.25,0
1938,8.274,0
1939,8.286,0
1940,8.172,0
1941,8.167,0
1942,8.251,0
1943,8.236,0
1944,8.288,0
1945,8.341,0
1946,8.04,0
1947,8.258,0
1948,8.108,0
1949,8.14,0
1950,8.026,0
1951,8.163,0
1952,8.341,0
1953,8.319,0
1954,8.365,0
1955,8.018,0
1956,7.989,0
1957,8.292,0
1958,8.263,0
1959,8.224,0
1960,8.275,0
1961,8.112,0
1962,8.323,0
1963,8.276,0
1964,8.155,0
1965,8.309,0
1966,8.118,0
1967,8.262,0
1968,8.373,0
1969,8.214,0
1970,8.332,0
1971,8.2,0
1972,8.19,0
1973,8.159,0
1974,8.061,0
1975,8.166,0
1976,8.314,0
1977,8.054,0
1978,8.268,0
1979,8.22,0
1980,8.314,0
1981,8.252,0
1982,8.317,0
1983,8.226,0
1984,8.207,0
1985,8.183,0
1986,8.118,0
1987,8.165,0
1988,8.388,0
1989,8.316,0
1990,8.303,0
1991,8.304,0
1992,8.202,0
1993,8.347,0
1994,8.329,0
1995,8.384,0
1996,8.262,0
1997,8.314,0
1998,8.293,0
1999,8.33,0
2000,8.293,0
