N,runtime,cp_times
171,8.25,29
172,8.134,29
173,8.122,28
174,8.059,28
175,8.153,27
176,8.056,26
177,8.293,25
178,8.123,25
179,8.062,23
180,8.05,23
181,8.097,23
182,8.213,23
183,8.131,22
184,8.044,22
185,8.181,21
186,8.278,20
187,8.101,20
188,8.116,17
189,8.267,17
190,8.28,16
191,8.204,16
192,8.319,16
193,8.181,16
194,8.284,15
195,8.33,15
196,8.119,15
197,8.28,14
198,8.277,14
199,8.287,13
200,8.169,13
201,7.997,13
202,8.253,13
203,8.22,13
204,8.175,13
205,8.301,11
206,8.13,10
207,8.315,9
208,8.381,8
209,8.223,8
210,8.287,8
211,8.174,8
212,8.037,8
213,8.275,8
214,8.203,8
215,8.361,8
216,8.059,8
217,8.271,8
218,8.109,8
219,8.251,8
220,8.314,8
221,8.076,8
222,8.245,7
223,8.163,7
224,8.203,6
225,8.154,6
226,8.44,6
227,8.301,6
228,8.209,6
229,8.321,6
230,8.284,6
231,8.292,6
232,8.283,6
233,8.107,6
234,8.252,6
235,8.265,6
236,8.284,6
237,8.317,6
238,8.306,6
239,8.198,6
240,8.288,6
241,8.281,6
242,8.289,6
243,8.208,6
244,8.235,6
245,8.327,6
246,8.278,6
247,8.291,6
248,8.28,6
249,8.338,6
250,8.311,6
251,8.317,6
252,8.229,6
253,8.243,5
254,8.252,4
255,8.233,4
256,8.286,4
257,8.311,4
258,8.051,4
259,8.258,4
260,8.351,3
261,8.304,3
262,8.36,3
263,8.148,3
264,8.038,3
265,8.299,3
266,8.246,3
267,8.287,3
268,8.316,3
269,8.239,2
270,8.355,2
271,8.306,2
272,8.293,2
273,8.255,2
274,8.093,2
275,8.313,2
276,8.333,2
277,8.261,1
278,8.301,1
279,8.275,1
280,8.307,1
281,8.121,1
282,8.344,1
283,8.318,1
284,8.127,1
285,8.154,1
286,8.177,1
287,8.226,1
288,8.234,1
289,8.344,1
290,8.187,1
291,8.162,1
292,8.231,1
293,8.297,1
294,8.358,1
295,8.312,1
296,8.166,1
297,8.241,1
298,8.264,1
299,8.293,1
300,8.245,1
301,8.274,1
302,8.182,1
303,8.09,1
304,8.194,1
305,8.275,1
306,8.322,1
307,8.267,1
308,8.273,1
309,8.216,1
310,8.279,1
311,8.355,0
312,8.319,0
313,8.272,0
314,8.273,0
315,8.294,0
316,8.415,0
317,8.223,0
318,8.155,0
319,8.168,0
320,8.377,0
321,7.999,0
322,8.205,0
323,8.24,0
324,8.298,0
325,8.1,0
326,8.278,0
327,8.357,0
328,8.286,0
329,8.229,0
330,8.251,0
331,8.281,0
332,8.336,0
333,8.29,0
334,8.245,0
335,8.279,0
336,8.217,0
337,8.25,0
338,8.303,0
339,8.085,0
340,8.277,0
341,8.306,0
342,8.272,0
343,8.261,0
344,8.105,0
345,8.27,0
346,8.33,0
347,8.339,0
348,8.311,0
349,8.326,0
350,8.325,0
351,8.156,0
352,8.344,0
353,8.237,0
354,8.238,0
355,8.291,0
356,8.225,0
357,8.264,0
358,8.342,0
359,8.205,0
360,8.3,0
361,8.282,0
362,8.3,0
363,8.426,0
364,8.3,0
365,8.04,0
366,8.341,0
367,8.161,0
368,8.304,0
369,8.28,0
370,8.295,0
371,8.011,0
372,8.277,0
373,8.366,0
374,8.06,0
375,8.243,0
376,8.285,0
377,8.184,0
378,8.304,0
379,8.23,0
380,8.225,0
381,8.298,0
382,8.262,0
383,8.189,0
384,8.145,0
385,8.285,0
386,8.349,0
387,8.255,0
388,8.043,0
389,8.267,0
390,8.264,0
391,8.21,0
392,8.203,0
393,8.281,0
394,8.364,0
395,8.3,0
396,8.286,0
397,8.365,0
398,8.259,0
399,8.22,0
400,8.322,0
401,8.33,0
402,8.331,0
403,8.092,0
404,8.381,0
405,8.313,0
406,8.315,0
407,8.329,0
408,8.209,0
409,8.333,0
410,8.278,0
411,8.238,0
412,8.341,0
413,8.378,0
414,8.261,0
415,8.285,0
416,8.331,0
417,8.129,0
418,8.249,0
419,8.345,0
420,8.265,0
421,8.281,0
422,8.334,0
423,8.189,0
424,8.076,0
425,8.164,0
426,8.268,0
427,8.274,0
428,8.33,0
429,8.289,0
430,8.261,0
431,8.244,0
432,8.224,0
433,8.265,0
434,8.368,0
435,8.118,0
436,8.28,0
437,8.314,0
438,8.239,0
439,8.306,0
440,8.353,0
441,8.153,0
442,8.127,0
443,8.205,0
444,8.344,0
445,8.251,0
446,8.174,0
447,8.32,0
448,8.18,0
449,8.314,0
450,8.167,0
451,8.278,0
452,8.287,0
453,8.329,0
454,8.25,0
455,8.355,0
456,8.34,0
457,8.309,0
458,8.059,0
459,8.11,0
460,8.295,0
461,8.174,0
462,8.3,0
463,8.298,0
464,8.271,0
465,8.004,0
466,8.156,0
467,8.225,0
468,8.219,0
469,8.28,0
470,8.314,0
471,8.203,0
472,8.231,0
473,8.361,0
474,8.28,0
475,8.067,0
476,8.233,0
477,8.333,0
478,8.105,0
479,8.342,0
480,8.247,0
481,8.265,0
482,8.199,0
483,8.166,0
484,8.264,0
485,8.15,0
486,8.334,0
487,8.292,0
488,8.339,0
489,8.138,0
490,8.355,0
491,8.334,0
492,8.318,0
493,8.066,0
494,8.235,0
495,8.179,0
496,8.281,0
497,8.315,0
498,8.066,0
499,8.239,0
500,8.296,0
501,8.218,0
502,8.284,0
503,8.217,0
504,8.267,0
505,8.123,0
506,8.293,0
507,8.265,0
508,8.272,0
509,8.316,0
510,8.335,0
511,8.313,0
512,8.102,0
513,8.254,0
514,8.328,0
515,8.127,0
516,8.232,0
517,8.372,0
518,8.375,0
519,8.279,0
520,8.325,0
521,8.093,0
522,8.328,0
523,8.246,0
524,8.312,0
525,8.3,0
526,8.229,0
527,8.322,0
528,8.343,0
529,8.296,0
530,8.262,0
531,8.086,0
532,8.211,0
533,8.306,0
534,8.299,0
535,8.304,0
536,8.176,0
537,8.24,0
538,8.277,0
539,8.374,0
540,8.173,0
541,8.178,0
542,8.317,0
543,8.292,0
544,8.249,0
545,8.215,0
546,8.124,0
547,8.35,0
548,8.35,0
549,8.298,0
550,8.274,0
551,8.282,0
552,8.355,0
553,8.205,0
554,8.153,0
555,8.379,0
556,8.148,0
557,8.288,0
558,8.373,0
559,8.34,0
560,8.141,0
561,8.095,0
562,8.179,0
563,8.205,0
564,8.155,0
565,8.304,0
566,8.25,0
567,8.333,0
568,8.233,0
569,8.17,0
570,8.148,0
571,8.311,0
572,8.368,0
573,8,0
574,8.338,0
575,8.286,0
576,8.015,0
577,8.344,0
578,8.326,0
579,8.128,0
580,8.271,0
581,8.314,0
582,8.194,0
583,8.255,0
584,8.181,0
585,8.066,0
586,8.31,0
587,8.132,0
588,8.251,0
589,8.193,0
590,8.345,0
591,8.353,0
592,8.24,0
593,8.298,0
594,8.018,0
595,8.228,0
596,8.31,0
597,8.303,0
598,8.358,0
599,8.268,0
600,8.11,0
601,8.203,0
602,8.287,0
603,8.383,0
604,8.202,0
605,8.073,0
606,8.203,0
607,8.284,0
608,8.326,0
609,8.273,0
610,8.18,0
611,8.295,0
612,8.173,0
613,8.232,0
614,8.318,0
615,8.309,0
616,8.294,0
617,8.314,0
618,8.305,0
619,8.21,0
620,8.249,0
621,8.269,0
622,8.32,0
623,8.278,0
624,8.201,0
625,8.346,0
626,8.286,0
627,8.181,0
628,8.296,0
629,8.366,0
630,8.165,0
631,8.16,0
632,8.19,0
633,8.313,0
634,8.293,0
635,8.328,0
636,8.114,0
637,8.177,0
638,8.1,0
639,7.998,0
640,8.087,0
641,8.245,0
642,8.346,0
643,8.357,0
644,8.276,0
645,8.354,0
646,8.425,0
647,8.304,0
648,8.307,0
649,8.31,0
650,8.288,0
651,8.28,0
652,8.124,0
653,8.288,0
654,8.2,0
655,8.302,0
656,8.301,0
657,8.249,0
658,8.279,0
659,8.027,0
660,8.291,0
661,8.319,0
662,8.213,0
663,8.359,0
664,8.343,0
665,8.333,0
666,8.104,0
667,8.206,0
668,8.238,0
669,8.227,0
670,8.22,0
671,8.304,0
672,8.322,0
673,8.317,0
674,8.373,0
675,8.33,0
676,8.3,0
677,8.253,0
678,8.195,0
679,8.297,0
680,8.298,0
681,8.245,0
682,8.258,0
683,8.287,0
684,8.363,0
685,8.271,0
686,8.305,0
687,8.268,0
688,8.298,0
689,8.237,0
690,8.307,0
691,8.268,0
692,8.278,0
693,8.346,0
694,8.315,0
695,8.27,0
696,8.219,0
697,8.22,0
698,8.338,0
699,8.317,0
700,8.303,0
701,8.285,0
702,8.115,0
703,8.291,0
704,8.201,0
705,8.278,0
706,8.32,0
707,8.233,0
708,8.275,0
709,8.309,0
710,8.212,0
711,8.294,0
712,8.23,0
713,8.297,0
714,8.29,0
715,8.33,0
716,8.332,0
717,8.304,0
718,8.241,0
719,8.308,0
720,8.317,0
721,8.296,0
722,8.261,0
723,8.193,0
724,8.273,0
725,8.187,0
726,8.268,0
727,8.317,0
728,8.251,0
729,8.331,0
730,8.219,0
731,8.313,0
732,8.227,0
733,8.097,0
734,8.279,0
735,8.047,0
736,8.337,0
737,8.334,0
738,8.352,0
739,8.256,0
740,8.348,0
741,8.287,0
742,8.148,0
743,8.533,0
744,8.297,0
745,8.159,0
746,8.295,0
747,8.267,0
748,8.306,0
749,8.245,0
750,8.312,0
751,8.227,0
752,8.296,0
753,8.154,0
754,8.261,0
755,8.298,0
756,8.23,0
757,8.031,0
758,8.34,0
759,8.322,0
760,8.073,0
761,8.107,0
762,8.281,0
763,8.286,0
764,8.196,0
765,8.306,0
766,8.273,0
767,8.087,0
768,8.319,0
769,8.31,0
770,8.334,0
771,8.239,0
772,8.416,0
773,8.256,0
774,8.217,0
775,8.36,0
776,8.142,0
777,8.212,0
778,8.275,0
779,8.098,0
780,8.334,0
781,8.293,0
782,8.367,0
783,8.217,0
784,8.31,0
785,8.356,0
786,8.33,0
787,8.326,0
788,8.218,0
789,8.326,0
790,8.335,0
791,8.361,0
792,8.287,0
793,8.322,0
794,8.314,0
795,8.394,0
796,8.264,0
797,8.199,0
798,8.127,0
799,8.366,0
800,8.271,0
801,8.264,0
802,8.3,0
803,8.258,0
804,8.206,0
805,8.107,0
806,8.357,0
807,8.127,0
808,8.282,0
809,8.307,0
810,8.361,0
811,8.329,0
812,8.253,0
813,8.346,0
814,8.258,0
815,8.355,0
816,8.268,0
817,8.064,0
818,8.299,0
819,8.215,0
820,8.318,0
821,8.302,0
822,8.306,0
823,8.364,0
824,8.286,0
825,8.156,0
826,8.353,0
827,8.334,0
828,8.232,0
829,8.345,0
830,8.323,0
831,8.335,0
832,8.29,0
833,8.285,0
834,8.288,0
835,8.271,0
836,8.119,0
837,8.162,0
838,8.224,0
839,8.347,0
840,8.329,0
841,8.29,0
842,8.268,0
843,8.279,0
844,8.316,0
845,8.302,0
846,8.314,0
847,8.311,0
848,8.264,0
849,8.347,0
850,8.317,0
851,8.287,0
852,8.316,0
853,8.28,0
854,8.228,0
855,8.029,0
856,8.069,0
857,8.306,0
858,8.297,0
859,8.257,0
860,8.201,0
861,8.149,0
862,8.277,0
863,8.324,0
864,8.149,0
865,8.327,0
866,8.336,0
867,8.235,0
868,8.286,0
869,8.172,0
870,8.34,0
871,8.101,0
872,8.012,0
873,8.14,0
874,8.139,0
875,8.362,0
876,8.341,0
877,8.148,0
878,8.328,0
879,8.316,0
880,8.314,0
881,8.318,0
882,8.377,0
883,8.275,0
884,8.222,0
885,8.245,0
886,8.296,0
887,8.302,0
888,8.191,0
889,8.245,0
890,8.335,0
891,8.273,0
892,8.079,0
893,8.279,0
894,8.294,0
895,8.296,0
896,8.399,0
897,8.258,0
898,8.316,0
899,8.153,0
900,7.966,0
901,8.331,0
902,8.216,0
903,8.288,0
904,8.352,0
905,8.179,0
906,8.324,0
907,8.268,0
908,8.228,0
909,8.229,0
910,8.13,0
911,8.272,0
912,8.246,0
913,8.337,0
914,8.126,0
915,8.173,0
916,8.322,0
917,8.326,0
918,8.107,0
919,8.293,0
920,7.959,0
921,8.252,0
922,8.122,0
923,8.247,0
924,8.218,0
925,8.196,0
926,8.32,0
927,8.219,0
928,8.292,0
929,8.118,0
930,8.33,0
931,8.285,0
932,8.248,0
933,8.311,0
934,8.202,0
935,8.336,0
936,8.296,0
937,8.25,0
938,8.142,0
939,8.279,0
940,8.35,0
941,8.302,0
942,8.226,0
943,8.298,0
944,8.275,0
945,8.218,0
946,8.326,0
947,8.124,0
948,8.336,0
949,8.256,0
950,8.322,0
951,8.178,0
952,8.344,0
953,8.329,0
954,8.177,0
955,8.302,0
956,8.216,0
957,8.32,0
958,8.317,0
959,8.176,0
960,8.231,0
961,8.312,0
962,8.408,0
963,8.284,0
964,8.317,0
965,8.042,0
966,8.282,0
967,8.304,0
968,8.325,0
969,8.277,0
970,8.106,0
971,8.307,0
972,8.296,0
973,8.289,0
974,8.246,0
975,8.435,0
976,8.22,0
977,8.131,0
978,8.29,0
979,8.25,0
980,8.277,0
981,8.163,0
982,8.327,0
983,8.273,0
984,8.275,0
985,8.222,0
986,8.027,0
987,8.284,0
988,8.27,0
989,8.323,0
990,8.301,0
991,8.284,0
992,8.275,0
993,8.296,0
994,8.344,0
995,8.347,0
996,8.147,0
997,8.183,0
998,8.356,0
999,8.091,0
1000,8.395,0
1001,8.287,0
1002,8.349,0
1003,8.208,0
1004,8.283,0
1005,8.286,0
1006,8.338,0
1007,8.369,0
1008,8.306,0
1009,8.276,0
1010,8.251,0
1011,8.322,0
1012,8.266,0
1013,8.249,0
1014,8.316,0
1015,8.2,0
1016,8.261,0
1017,8.344,0
1018,8.259,0
1019,8.297,0
1020,8.305,0
1021,8.297,0
1022,8.183,0
1023,8.297,0
1024,8.255,0
1025,8.272,0
1026,8.287,0
1027,8.089,0
1028,8.357,0
1029,8.288,0
1030,8.314,0
1031,8.196,0
1032,8.359,0
1033,8.227,0
1034,8.238,0
1035,8.23,0
1036,8.238,0
1037,8.125,0
1038,8.286,0
1039,8.234,0
1040,8.318,0
1041,8.11,0
1042,8.248,0
1043,8.298,0
1044,8.264,0
1045,8.21,0
1046,8.161,0
1047,8.292,0
1048,8.253,0
1049,8.166,0
1050,8.189,0
1051,8.306,0
1052,8.264,0
1053,8.135,0
1054,8.242,0
1055,8.345,0
1056,8.37,0
1057,8.309,0
1058,8.255,0
1059,8.227,0
1060,8.24,0
1061,8.137,0
1062,8.35,0
1063,8.216,0
1064,8.329,0
1065,8.275,0
1066,8.364,0
1067,8.271,0
1068,8.297,0
1069,8.278,0
1070,8.225,0
1071,8.271,0
1072,8.245,0
1073,7.964,0
1074,8.231,0
1075,8.31,0
1076,8.302,0
1077,8.337,0
1078,8.232,0
1079,8.277,0
1080,8.229,0
1081,8.275,0
1082,8.217,0
1083,8.298,0
1084,8.341,0
1085,8.084,0
1086,8.214,0
1087,8.329,0
1088,8.327,0
1089,8.301,0
1090,8.295,0
1091,8.307,0
1092,8.098,0
1093,8.229,0
1094,8.3,0
1095,8.287,0
1096,8.256,0
1097,8.304,0
1098,8.277,0
1099,8.256,0
1100,8.269,0
1101,8.323,0
1102,8.404,0
1103,8.29,0
1104,8.307,0
1105,8.279,0
1106,8.302,0
1107,8.308,0
1108,8.217,0
1109,8.284,0
1110,8.191,0
1111,8.302,0
1112,8.364,0
1113,8.2,0
1114,8.285,0
1115,8.317,0
1116,8.215,0
1117,8.322,0
1118,8.19,0
1119,8.168,0
1120,8.328,0
1121,8.195,0
1122,8.284,0
1123,8.311,0
1124,8.14,0
1125,8.328,0
1126,8.274,0
1127,8.351,0
1128,8.27,0
1129,8.29,0
1130,8.316,0
1131,8.314,0
1132,8.335,0
1133,8.343,0
1134,8.323,0
1135,8.331,0
1136,8.289,0
1137,8.282,0
1138,8.282,0
1139,8.301,0
1140,8.248,0
1141,8.352,0
1142,8.211,0
1143,8.355,0
1144,8.336,0
1145,8.209,0
1146,8.232,0
1147,8.282,0
1148,8.232,0
1149,8.306,0
1150,8.342,0
1151,8.244,0
1152,8.328,0
1153,8.267,0
1154,8.293,0
1155,8.161,0
1156,8.333,0
1157,8.24,0
1158,8.279,0
1159,8.277,0
1160,8.303,0
1161,8.328,0
1162,8.271,0
1163,8.223,0
1164,8.129,0
1165,8.268,0
1166,8.338,0
1167,8.23,0
1168,8.382,0
1169,8.252,0
1170,8.304,0
1171,8.336,0
1172,8.268,0
1173,8.315,0
1174,8.364,0
1175,8.308,0
1176,8.206,0
1177,8.185,0
1178,8.22,0
1179,8.294,0
1180,8.278,0
1181,8.196,0
1182,8.27,0
1183,8.234,0
1184,8.257,0
1185,8.261,0
1186,8.264,0
1187,8.13,0
1188,8.261,0
1189,8.321,0
1190,8.339,0
1191,8.332,0
1192,8.299,0
1193,8.26,0
1194,8.215,0
1195,8.258,0
1196,8.224,0
1197,8.312,0
1198,8.318,0
1199,8.36,0
1200,8.304,0
1201,8.303,0
1202,8.137,0
1203,8.106,0
1204,8.282,0
1205,8.238,0
1206,8.24,0
1207,8.277,0
1208,8.075,0
1209,8.12,0
1210,8.304,0
1211,8.211,0
1212,8.244,0
1213,8.292,0
1214,8.241,0
1215,8.272,0
1216,8.194,0
1217,8.316,0
1218,8.358,0
1219,8.278,0
1220,8.256,0
1221,8.279,0
1222,8.114,0
1223,8.264,0
1224,8.27,0
1225,8.281,0
1226,8.284,0
1227,8.25,0
1228,8.154,0
1229,8.342,0
1230,8.313,0
1231,8.241,0
1232,8.144,0
1233,8.272,0
1234,8.302,0
1235,8.048,0
1236,8.278,0
1237,8.27,0
1238,8.216,0
1239,8.359,0
1240,8.158,0
1241,8.318,0
1242,8.151,0
1243,8.171,0
1244,8.357,0
1245,8.317,0
1246,8.253,0
1247,8.271,0
1248,8.322,0
1249,8.272,0
1250,8.245,0
1251,8.31,0
1252,8.165,0
1253,8.353,0
1254,8.266,0
1255,8.365,0
1256,8.27,0
1257,8.253,0
1258,8.213,0
1259,8.331,0
1260,8.204,0
1261,8.217,0
1262,8.285,0
1263,8.279,0
1264,8.061,0
1265,8.258,0
1266,8.253,0
1267,8.269,0
1268,8.214,0
1269,8.314,0
1270,8.285,0
1271,8.37,0
1272,8.367,0
1273,8.257,0
1274,8.355,0
1275,8.224,0
1276,8.309,0
1277,8.22,0
1278,8.33,0
1279,8.2,0
1280,8.054,0
1281,8.223,0
1282,8.124,0
1283,8.146,0
1284,8.318,0
1285,8.23,0
1286,8.268,0
1287,8.322,0
1288,8.233,0
1289,8.065,0
1290,8.307,0
1291,8.163,0
1292,8.243,0
1293,8.323,0
1294,8.24,0
1295,8.245,0
1296,8.195,0
1297,8.071,0
1298,8.162,0
1299,8.186,0
1300,8.352,0
1301,8.26,0
1302,8.271,0
1303,8.318,0
1304,8.324,0
1305,8.286,0
1306,8.292,0
1307,8.232,0
1308,8.326,0
1309,8.282,0
1310,8.194,0
1311,8.284,0
1312,8.241,0
1313,8.055,0
1314,8.236,0
1315,8.185,0
1316,8.179,0
1317,8.269,0
1318,8.313,0
1319,8.336,0
1320,8.295,0
1321,8.209,0
1322,8.121,0
1323,8.272,0
1324,8.271,0
1325,8.303,0
1326,8.282,0
1327,8.36,0
1328,8.332,0
1329,8.257,0
1330,8.193,0
1331,8.038,0
1332,8.321,0
1333,8.269,0
1334,8.242,0
1335,8.05,0
1336,8.252,0
1337,8.118,0
1338,8.244,0
1339,8.105,0
1340,8.196,0
1341,8.354,0
1342,8.343,0
1343,8.361,0
1344,8.249,0
1345,8.05,0
1346,8.204,0
1347,8.238,0
1348,8.32,0
1349,8.182,0
1350,8.429,0
1351,8.344,0
1352,8.292,0
1353,8.299,0
1354,8.151,0
1355,8.334,0
1356,8.368,0
1357,8.191,0
1358,8.288,0
1359,8.226,0
1360,8.291,0
1361,8.26,0
1362,8.1,0
1363,8.33,0
1364,8.36,0
1365,8.352,0
1366,8.334,0
1367,8.275,0
1368,8.22,0
1369,8.224,0
1370,8.322,0
1371,8.193,0
1372,8.196,0
1373,8.3,0
1374,8.182,0
1375,8.307,0
1376,8.235,0
1377,8.239,0
1378,8.27,0
1379,8.289,0
1380,8.243,0
1381,8.284,0
1382,8.331,0
1383,8.309,0
1384,8.112,0
1385,8.153,0
1386,8.322,0
1387,8.292,0
1388,8.179,0
1389,8.271,0
1390,8.221,0
1391,8.291,0
1392,8.281,0
1393,8.24,0
1394,8.323,0
1395,8.296,0
1396,8.306,0
1397,8.369,0
1398,8.323,0
1399,8.205,0
1400,8.313,0
1401,8.275,0
1402,8.295,0
1403,8.26,0
1404,8.269,0
1405,8.301,0
1406,8.102,0
1407,8.32,0
1408,8.075,0
1409,8.312,0
1410,8.285,0
1411,8.34,0
1412,8.272,0
1413,8.283,0
1414,8.255,0
1415,8.261,0
1416,8.368,0
1417,8.134,0
1418,8.33,0
1419,8.3,0
1420,8.301,0
1421,8.248,0
1422,8.253,0
1423,8.361,0
1424,8.3,0
1425,8.331,0
1426,8.361,0
1427,8.214,0
1428,8.346,0
1429,8.283,0
1430,8.286,0
1431,8.31,0
1432,8.319,0
1433,8.127,0
1434,8.325,0
1435,8.199,0
1436,8.275,0
1437,8.314,0
1438,8.288,0
1439,8.243,0
1440,8.209,0
1441,8.268,0
1442,8.314,0
1443,8.221,0
1444,8.361,0
1445,8.309,0
1446,8.304,0
1447,8.335,0
1448,8.255,0
1449,8.204,0
1450,8.074,0
1451,8.166,0
1452,8.319,0
1453,8.281,0
1454,8.308,0
1455,8.33,0
1456,8.278,0
1457,8.231,0
1458,8.323,0
1459,8.183,0
1460,8.225,0
1461,8.29,0
1462,8.31,0
1463,8.105,0
1464,8.099,0
1465,8.354,0
1466,8.268,0
1467,8.241,0
1468,8.253,0
1469,8.214,0
1470,8.154,0
1471,8.287,0
1472,8.227,0
1473,8.169,0
1474,8.411,0
1475,8.203,0
1476,8.052,0
1477,8.086,0
1478,8.344,0
1479,8.313,0
1480,8.279,0
1481,8.335,0
1482,8.208,0
1483,8.291,0
1484,8.187,0
1485,8.28,0
1486,8.186,0
1487,8.3,0
1488,8.243,0
1489,8.308,0
1490,8.368,0
1491,8.303,0
1492,8.334,0
1493,8.202,0
1494,8.138,0
1495,8.211,0
1496,8.284,0
1497,8.082,0
1498,8.236,0
1499,8.29,0
1500,8.323,0
1501,8.299,0
1502,8.12,0
1503,8.224,0
1504,8.082,0
1505,8.235,0
1506,8.185,0
1507,8.214,0
1508,8.218,0
1509,8.358,0
1510,8.418,0
1511,8.22,0
1512,8.275,0
1513,8.232,0
1514,8.259,0
1515,8.319,0
1516,8.318,0
1517,8.226,0
1518,8.233,0
1519,8.132,0
1520,8.216,0
1521,8.371,0
1522,8.306,0
1523,8.231,0
1524,8.314,0
1525,8.289,0
1526,8.298,0
1527,8.304,0
1528,8.324,0
1529,8.284,0
1530,8.255,0
1531,8.32,0
1532,8.333,0
1533,8.312,0
1534,8.299,0
1535,8.305,0
1536,8.327,0
1537,8.427,0
1538,8.339,0
1539,8.192,0
1540,8.26,0
1541,8.354,0
1542,8.235,0
1543,8.329,0
1544,8.305,0
1545,8.143,0
1546,8.175,0
1547,8.272,0
1548,8.304,0
1549,8.203,0
1550,8.177,0
1551,8.332,0
1552,8.294,0
1553,8.258,0
1554,8.181,0
1555,8.282,0
1556,8.254,0
1557,8.059,0
1558,8.118,0
1559,8.316,0
1560,8.254,0
1561,8.311,0
1562,8.202,0
1563,8.273,0
1564,8.232,0
1565,8.328,0
1566,8.23,0
1567,8.141,0
1568,8.274,0
1569,8.289,0
1570,8.179,0
1571,8.371,0
1572,8.352,0
1573,8.296,0
1574,8.328,0
1575,8.311,0
1576,8.229,0
1577,8.277,0
1578,8.331,0
1579,8.216,0
1580,8.353,0
1581,8.312,0
1582,8.07,0
1583,8.257,0
1584,8.207,0
1585,8.299,0
1586,8.271,0
1587,8.179,0
1588,8.34,0
1589,8.264,0
1590,8.128,0
1591,8.152,0
1592,8.201,0
1593,8.277,0
1594,8.29,0
1595,8.214,0
1596,8.218,0
1597,8.237,0
1598,8.22,0
1599,8.311,0
1600,8.297,0
1601,8.297,0
1602,8.314,0
1603,8.002,0
1604,8.271,0
1605,8.263,0
1606,8.261,0
1607,8.299,0
1608,8.132,0
1609,8.307,0
1610,8.215,0
1611,8.34,0
1612,8.268,0
1613,8.26,0
1614,8.155,0
1615,8.116,0
1616,8.292,0
1617,8.28,0
1618,8.335,0
1619,8.299,0
1620,8.043,0
1621,8.325,0
1622,8.369,0
1623,8.185,0
1624,8.321,0
1625,8.273,0
1626,8.235,0
1627,8.262,0
1628,8.204,0
1629,8.313,0
1630,8.286,0
1631,8.169,0
1632,8.315,0
1633,8.333,0
1634,8.048,0
1635,8.217,0
1636,8.31,0
1637,8.193,0
1638,8.256,0
1639,8.303,0
1640,8.245,0
1641,8.224,0
1642,8.341,0
1643,8.281,0
1644,8.284,0
1645,8.289,0
1646,8.106,0
1647,8.254,0
1648,8.263,0
1649,8.264,0
1650,8.23,0
1651,8.229,0
1652,8.333,0
1653,8.282,0
1654,8.101,0
1655,8.203,0
1656,8.335,0
1657,8.216,0
1658,8.217,0
1659,8.18,0
1660,8.274,0
1661,8.352,0
1662,8.349,0
1663,8.238,0
1664,8.262,0
1665,8.22,0
1666,8.142,0
1667,8.272,0
1668,8.31,0
1669,8.316,0
1670,8.283,0
1671,8.296,0
1672,8.206,0
1673,8.328,0
1674,8.274,0
1675,8.086,0
1676,8.302,0
1677,8.244,0
1678,8.187,0
1679,8.353,0
1680,8.316,0
1681,8.315,0
