N,runtime,cp_times
20,9.088
21,9.134
22,9.05
23,9.02
24,9.093
25,9.024
26,9.086
27,9.031
28,9.107
29,9.07
30,9.092
31,9.08
32,9.023
33,9.067
34,9.145
35,9.059
36,9.052
37,9.127
38,9.042
39,9.099
40,9.047
41,9.076
42,9.07
43,9.067
44,9.072
45,9.059
46,9.111
47,9.04
48,9.112
49,9.07
50,9.053
51,9.032
52,9.049
53,9.055
54,9.113
55,9.103
56,9.03
57,9.087
58,9.099
59,9.09
60,9.055
61,9.064
62,9.123
63,9.051
64,9.094
65,9.128
66,9.094
67,9.121
68,9.141
69,9.019
70,9.178
71,9.078
72,9.067
73,9.086
74,9.11
75,9.1
76,9.068
77,9.091
78,9.115
79,9.057
80,9.042
81,9.093
82,9.112
83,9.078
84,9.039
85,9.077
86,9.062
87,9.084
88,9.109
89,9.134
90,9.089
91,9.096
92,9.042
93,9.076
94,9.086
95,9.125
96,9.082
97,9.075
98,9.072
99,9.053
100,9.102
101,9.019
102,9.071
103,9.101
104,9.089
105,9.049
106,9.047
107,9.122
108,9.091
109,9.113
110,9.041
111,9.056
112,9.1
113,9.049
114,9.083
115,9.081
116,9.167
117,9.102
118,9.134
119,9.09
120,9.21
121,9.104
122,9.097
123,9.066
124,9.04
125,9.109
126,9.041
127,9.078
128,9.084
129,9.07
130,9.12
131,9.081
132,9.066
133,9.07
134,9.112
135,9.079
136,9.056
137,9.112
138,9.07
139,9.156
140,9.071
141,9.067
142,9.055
143,9.091
144,9.09
145,9.069
146,9.144
147,9.1
148,9.152
149,9.018
150,9.085
151,9.077
152,9.093
153,9.083
154,9.094
155,9.08
156,9.062
157,9.054
158,9.066
159,9.058
160,9.152
161,9.029
162,9.079
163,9.16
164,9.059
165,9.053
166,9.095
167,9.031
168,9.092
169,9.125
170,9.069
171,9.121
172,9.118
173,9.135
174,9.15
175,9.133
176,9.111
177,9.077
178,9.104
179,9.084
180,9.095
181,9.165
182,9.078
183,9.151
184,9.072
185,9.044
186,9.062
187,9.111
188,9.076
189,9.071
190,9.092
191,9.045
192,9.067
193,9.092
194,9.09
195,9.092
196,9.067
197,9.095
198,9.094
199,9.071
200,9.17
201,9.09
202,9.114
203,9.072
204,9.099
205,9.145
206,9.057
207,9.07
208,9.072
209,9.071
210,9.077
211,9.117
212,9.154
213,9.112
214,9.136
215,9.056
216,9.097
217,9.089
218,9.066
219,9.153
220,9.189
221,9.078
222,9.09
223,9.064
224,9.065
225,9.116
226,9.083
227,9.069
228,9.111
229,9.098
230,9.074
231,9.089
232,9.132
233,9.078
234,9.151
235,9.021
236,9.078
237,9.099
238,9.087
239,9.072
240,9.059
241,9.099
242,9.109
243,9.048
244,9.06
245,9.093
246,9.035
247,9.112
248,9.095
249,9.115
250,9.067
251,9.116
252,9.03
253,9.07
254,9.075
255,9.129
256,9.086
257,9.057
258,9.098
259,9.073
260,9.068
261,9.133
262,9.082
263,9.035
264,9.108
265,9.108
266,9.085
267,9.121
268,9.096
269,9.055
270,9.051
271,9.053
272,9.066
273,9.024
274,9.064
275,9.074
276,9.068
277,9.085
278,9.067
279,9.092
280,9.081
281,9.065
282,9.116
283,9.067
284,9.128
285,9.101
286,9.065
287,9.071
288,9.068
289,9.083
290,9.048
291,9.094
292,9.097
293,9.135
294,9.082
295,9.035
296,9.088
297,9.123
298,9.059
299,9.142
300,9.039
301,9.066
302,9.056
303,9.124
304,9.105
305,9.081
306,9.071
307,9.078
308,9.112
309,9.061
310,9.119
311,9.078
312,9.085
313,9.104
314,9.175
315,9.085
316,9.056
317,9.087
318,9.044
319,9.126
320,9.062
321,9.11
322,9.14
323,9.046
324,9.08
325,9.101
326,9.046
327,9.058
328,9.064
329,9.074
330,9.051
331,9.156
332,9.081
333,9.06
334,9.083
335,9.1
336,9.114
337,9.165
338,9.037
339,9.015
340,9.048
341,9.066
342,9.062
343,9.146
344,9.12
345,9.079
346,9.061
347,9.1
348,9.094
349,9.024
350,9.066
351,9.104
352,9.061
353,9.107
354,9.083
355,9.076
356,9.134
357,9.091
358,9.071
359,9.079
360,9.053
361,9.181
362,9.089
363,9.018
364,9.085
365,9.079
366,9.142
367,9.141
368,9.048
369,9.075
370,9.081
371,9.084
372,9.1
373,9.076
374,9.114
375,9.094
376,9.062
377,9.105
378,9.054
379,9.038
380,9.126
381,9.051
382,9.082
383,9.135
384,9.134
385,9.13
386,9.051
387,9.082
388,9.05
389,9.037
390,9.07
391,9.076
392,9.093
393,9.116
394,9.079
395,9.152
396,9.117
397,9.105
398,9.08
399,9.086
400,9.124
401,9.073
402,9.066
403,9.095
404,9.076
405,9.133
406,9.11
407,9.064
408,9.081
409,9.057
410,9.067
411,9.092
412,9.096
413,9.098
414,9.009
415,9.089
416,9.123
417,9.065
418,9.157
419,9.084
420,9.066
421,9.045
422,9.078
423,9.019
424,9.08
425,9.079
426,9.074
427,9.073
428,9.036
429,9.087
430,9.078
431,9.133
432,9.181
433,9.057
434,9.084
435,9.07
436,9.073
437,9.12
438,9.061
439,9.071
440,9.109
441,9.118
442,9.075
443,9.075
444,9.052
445,9.104
446,9.092
447,9.061
448,9.118
449,9.094
450,9.087
451,9.069
452,9.102
453,9.077
454,9.046
455,9.067
456,9.062
457,9.061
458,9.081
459,9.07
460,9.056
461,9.107
462,9.102
463,9.091
464,9.119
465,9.089
466,9.062
467,9.041
468,9.038
469,9.027
470,9.063
471,9.072
472,9.157
473,9.079
474,9.102
475,9.019
476,9.073
477,9.082
478,9.096
479,9.096
480,9.082
481,9.112
482,9.078
483,9.058
484,9.074
485,9.16
486,9.076
487,9.026
488,9.126
489,9.109
490,9.023
491,9.099
492,9.083
493,9.098
494,9.095
495,9.105
496,9.08
497,9.169
498,9.04
499,9.101
500,9.095
501,9.099
502,9.128
503,9.059
504,9.085
505,9.058
506,9.078
507,9.104
508,9.091
509,9.105
510,9.076
511,9.043
512,9.103
513,9.053
514,9.097
515,9.087
516,9.108
517,9.076
518,9.125
519,9.117
520,9.095
521,9.135
522,9.069
523,9.063
524,9.097
525,9.129
526,9.058
527,9.083
528,9.125
529,9.131
530,9.077
531,9.06
532,9.053
533,9.093
534,9.047
535,9.112
536,9.038
537,9.095
538,9.065
539,9.107
540,9.062
541,9.03
542,9.159
543,9.011
544,9.087
545,9.068
546,9.071
547,9.03
548,9.063
549,9.102
550,9.06
551,9.075
552,9.064
553,9.094
554,9.123
555,9.052
556,9.083
557,9.152
558,9.125
559,9.129
560,9.09
561,9.068
562,9.057
563,9.105
564,9.113
565,9.06
566,9.089
567,9.039
568,9.043
569,9.108
570,9.126
571,9.059
572,9.141
573,9.08
574,9.1
575,9.115
576,9.062
577,9.145
578,9.089
579,9.068
580,9.087
581,9.114
582,9.029
583,9.071
584,9.063
585,9.071
586,9.083
587,9.101
588,9.125
589,9.06
590,9.048
591,9.141
592,9.077
593,9.121
594,9.039
595,9.067
596,9.089
597,9.064
598,9.089
599,9.054
600,9.133
601,9.052
602,9.114
603,9.148
604,9.075
605,9.065
606,9.077
607,9.073
608,9.16
609,9.078
610,9.071
611,9.063
612,9.054
613,9.073
614,9.069
615,9.111
616,9.14
617,9.06
618,9.059
619,9.098
620,9.162
621,9.041
622,9.117
623,9.109
624,9.111
625,9.097
626,9.092
627,9.118
628,9.069
629,9.052
630,9.079
631,9.127
632,9.109
633,9.132
634,9.093
635,9.051
636,9.029
637,9.133
638,9.141
639,9.063
640,9.034
641,9.055
642,9.115
643,9.049
644,9.102
645,9.074
646,9.078
647,9.061
648,9.051
649,9.086
650,9.154
651,9.062
652,9.097
653,9.105
654,9.042
655,9.105
656,9.138
657,9.151
658,9.048
659,9.092
660,9.075
661,9.152
662,9.132
663,9.04
664,9.089
665,9.052
666,9.128
667,9.081
668,9.138
669,9.163
670,9.107
671,9.089
672,9.084
673,9.1
674,9.083
675,9.04
676,9.094
677,9.058
678,9.097
679,9.056
680,9.043
681,9.091
682,9.102
683,9.158
684,9.125
685,9.138
686,9.101
687,9.061
688,9.075
689,9.119
690,9.091
691,9.064
692,9.096
693,9.147
694,9.105
695,9.083
696,9.114
697,9.095
698,9.098
699,9.066
700,9.07
701,9.079
702,9.043
703,9.101
704,9.057
705,9.07
706,9.143
707,9.171
708,9.086
709,9.055
710,9.112
711,9.127
712,9.069
713,9.083
714,9.107
715,9.079
716,9.107
717,9.084
718,9.103
719,9.088
720,9.07
721,9.069
722,9.161
723,9.11
724,9.103
725,9.121
726,9.124
727,9.083
728,9.104
729,9.093
730,9.099
731,9.08
732,9.111
733,9.047
734,9.064
735,9.16
736,9.07
737,9.044
738,9.152
739,9.093
740,9.138
741,9.03
742,9.109
743,9.146
744,9.052
745,9.085
746,9.062
747,9.074
748,9.059
749,9.076
750,9.067
751,9.105
752,9.047
753,9.06
754,9.027
755,9.045
756,9.066
757,9.117
758,9.077
759,9.084
760,9.081
761,9.075
762,9.065
763,9.03
764,9.056
765,9.077
766,9.06
767,9.109
768,9.037
769,9.08
770,9.115
771,9.085
772,9.122
773,9.091
774,9.03
775,9.065
776,9.07
777,9.071
778,9.085
779,9.143
780,9.149
781,9.14
782,9.114
783,9.099
784,9.104
785,9.139
786,9.054
787,9.089
788,9.133
789,9.128
790,9.12
791,9.117
792,9.135
793,9.075
794,9.079
795,9.077
796,9.043
797,9.1
798,9.152
799,9.056
800,9.082
801,9.127
802,9.064
803,9.107
804,9.055
805,9.133
806,9.07
807,9.095
808,9.054
809,9.089
810,9.102
811,9.084
812,9.187
813,9.083
814,9.147
815,9.285
816,9.046
817,9.062
818,9.126
819,9.085
820,9.043
821,9.137
822,9.048
823,9.074
824,9.057
825,9.128
826,9.141
827,9.074
828,9.094
829,9.082
830,9.07
831,9.121
832,9.075
833,9.088
834,9.078
835,9.085
836,9.06
837,9.079
838,9.056
839,9.04
840,9.092
841,9.074
842,9.08
843,9.064
844,9.08
845,9.089
846,9.101
847,9.078
848,9.15
849,9.071
850,9.13
851,9.103
852,9.102
853,9.02
854,9.097
855,9.13
856,9.093
857,9.072
858,9.079
859,9.07
860,9.115
861,9.094
862,9.112
863,9.175
864,9.047
865,9.112
866,9.071
867,9.131
868,9.103
869,9.079
870,9.121
871,9.058
872,9.147
873,9.075
874,9.109
875,9.076
876,9.088
877,9.089
878,9.088
879,9.101
880,9.089
881,9.092
882,9.111
883,9.094
884,9.044
885,9.129
886,9.133
887,9.049
888,9.131
889,9.085
890,9.091
891,9.104
892,9.13
893,9.093
894,9.059
895,9.076
896,9.085
897,9.078
898,9.034
899,9.065
900,9.09
901,9.06
902,9.094
903,9.1
904,9.032
905,9.091
906,9.079
907,9.088
908,9.103
909,9.034
910,9.087
911,9.125
912,9.037
913,9.075
914,9.025
915,9.057
916,9.055
917,9.114
918,9.042
919,9.165
920,9.034
921,9.11
922,9.083
923,9.087
924,9.055
925,9.058
926,9.072
927,9.054
928,9.064
929,9.096
930,9.096
931,9.106
932,9.152
933,9.079
934,9.076
935,9.036
936,9.08
937,9.053
938,9.109
939,9.043
940,9.067
941,9.043
942,9.18
943,9.099
944,9.084
945,9.106
946,9.041
947,9.055
948,9.045
949,9.073
950,9.061
951,9.085
952,9.054
953,9.121
954,9.12
955,9.114
956,9.121
957,9.128
958,9.063
959,9.047
960,9.066
961,9.039
962,9.176
963,9.026
964,9.146
965,9.088
