N,runtime,cp_times
163,7.124,924
164,7.206,924
165,7.151,924
166,7.131,924
167,7.22,924
168,7.141,924
169,7.146,924
170,7.154,923
171,7.175,923
172,7.129,922
173,7.185,922
174,7.143,922
175,7.183,922
176,7.178,922
177,7.145,921
178,7.215,921
179,7.154,920
180,7.192,920
181,7.239,920
182,7.254,920
183,7.172,920
184,7.258,920
185,7.275,920
186,7.21,920
187,7.169,920
188,7.245,920
189,7.21,920
190,7.214,920
191,7.231,920
192,7.219,920
193,7.246,920
194,7.25,920
195,7.253,920
196,7.287,920
197,7.304,920
198,7.347,920
199,7.3,920
200,7.258,920
201,7.28,920
202,7.402,920
203,7.337,920
204,7.339,920
205,7.39,920
206,7.443,920
207,7.386,920
208,7.401,920
209,7.464,920
210,7.397,920
211,7.41,920
212,7.439,920
213,7.484,920
214,7.445,920
215,7.45,920
216,7.46,920
217,7.5,920
218,7.466,920
219,7.52,920
220,7.506,920
221,7.517,920
222,7.495,920
223,7.568,920
224,7.549,920
225,7.486,920
226,7.515,920
227,7.56,920
228,7.532,920
229,7.584,920
230,7.552,920
231,7.561,920
232,7.627,920
233,7.518,920
234,7.586,920
235,7.694,920
236,7.581,920
237,7.666,920
238,7.652,920
239,7.632,920
240,7.68,920
241,7.573,920
242,7.678,920
243,7.702,920
244,7.667,920
245,7.675,920
246,7.679,920
247,7.705,920
248,7.712,920
249,7.661,920
250,7.722,920
251,7.786,920
252,7.745,920
253,7.745,920
254,7.726,920
255,7.788,920
256,7.873,920
257,7.843,920
258,7.781,920
259,7.742,920
260,7.913,920
261,7.826,920
262,7.767,920
263,7.841,920
264,7.846,920
265,7.839,920
266,7.794,920
267,7.799,920
268,7.793,920
269,7.808,920
270,7.845,920
271,7.815,920
272,7.829,920
273,7.845,920
274,7.889,920
275,7.879,920
276,7.91,920
277,7.871,920
278,7.959,920
279,7.954,920
280,7.855,920
281,7.897,920
282,7.936,920
283,7.956,920
284,7.897,920
285,7.958,920
286,8.002,920
287,7.94,920
288,8.017,920
289,8.016,920
290,7.941,920
291,7.972,920
292,7.99,920
293,7.973,920
294,7.99,920
295,8.044,920
296,7.983,920
297,8.071,920
298,7.997,920
299,8.033,920
300,8.075,920
301,8.018,920
302,7.979,920
303,7.989,920
304,8.067,920
305,8.137,920
306,8.082,920
307,8.118,920
308,8.082,920
309,8.057,920
310,8.093,920
311,8.11,920
312,8.091,920
313,8.108,920
314,8.103,920
315,8.117,920
316,8.09,920
317,8.153,920
318,8.091,920
319,8.187,920
320,8.166,920
321,8.223,920
322,8.071,920
323,8.131,920
324,8.234,920
325,8.218,920
326,8.243,920
327,8.153,920
328,8.177,920
329,8.195,920
330,8.232,920
331,8.208,920
332,8.207,920
333,8.174,920
334,8.233,920
335,8.271,920
336,8.251,920
337,8.338,920
338,8.347,920
339,8.285,920
340,8.298,920
341,8.246,920
342,8.239,920
343,8.302,920
344,8.264,920
345,8.347,920
346,8.353,920
347,8.374,920
348,8.289,920
349,8.338,920
350,8.333,920
351,8.328,920
352,8.37,920
353,8.334,920
354,8.332,920
355,8.378,920
356,8.312,920
357,8.356,920
358,8.389,920
359,8.425,920
360,8.368,920
361,8.354,920
362,8.364,920
363,8.427,920
364,8.336,920
365,8.408,920
366,8.445,920
367,8.434,920
368,8.415,920
369,8.381,920
370,8.401,920
371,8.39,920
372,8.441,920
373,8.385,920
374,8.421,920
375,8.404,920
376,8.442,920
377,8.398,920
378,8.427,920
379,8.426,920
380,8.498,920
381,8.536,920
382,8.352,920
383,8.436,920
384,8.46,920
385,8.418,920
386,8.46,920
387,8.491,920
388,8.556,920
389,8.514,920
390,8.455,920
391,8.575,920
392,8.564,920
393,8.569,920
394,8.65,920
395,8.516,920
396,8.587,920
397,8.602,920
398,8.501,920
399,8.61,920
400,8.583,920
401,8.547,920
402,8.499,920
403,8.553,920
404,8.545,920
405,8.593,920
406,8.578,920
407,8.497,920
408,8.641,920
409,8.556,920
410,8.516,920
411,8.562,920
412,8.616,920
413,8.573,920
414,8.563,920
415,8.588,920
416,8.602,920
417,8.62,920
418,8.567,920
419,8.591,920
420,8.581,920
421,8.571,920
422,8.577,920
423,8.513,920
424,8.613,920
425,8.589,920
426,8.663,920
427,8.592,920
428,8.629,920
429,8.679,920
430,8.699,920
431,8.647,920
432,8.663,920
433,8.687,920
434,8.637,920
435,8.689,920
436,8.69,920
437,8.669,920
438,8.675,920
439,8.78,920
440,8.687,920
441,8.777,920
442,8.721,920
443,8.714,920
444,8.687,920
445,8.753,920
446,8.761,920
447,8.71,920
448,8.732,920
449,8.736,920
450,8.762,920
451,8.697,920
452,8.809,920
453,8.722,920
454,8.724,920
455,8.892,920
456,8.784,920
457,8.801,920
458,8.791,920
459,8.855,920
460,8.853,920
461,8.79,920
462,8.733,920
463,8.812,920
464,8.848,920
465,8.798,920
466,8.844,920
467,8.901,920
468,8.767,920
469,8.915,920
470,8.862,920
471,8.919,920
472,8.895,920
473,8.979,920
474,8.913,920
475,8.933,920
476,8.951,920
477,8.889,920
478,8.871,920
479,8.932,920
480,9.053,920
481,8.907,920
482,8.966,920
483,8.884,920
484,8.893,920
485,8.97,920
486,8.952,920
487,8.915,920
488,8.974,920
489,8.881,920
490,8.867,920
491,8.972,920
492,8.998,920
493,8.963,920
494,8.91,920
495,8.971,920
496,8.99,920
497,8.965,920
498,8.943,920
499,9.007,920
500,8.953,920
501,8.964,920
502,9.047,920
503,9.023,920
504,9.091,920
505,9.01,920
506,8.965,920
507,9.163,920
508,9.12,920
509,9.062,920
510,9.122,920
511,8.99,920
512,9.07,920
513,9.16,920
514,9.097,920
515,9.143,920
516,9.067,920
517,9.098,920
518,9.129,920
519,9.139,920
520,9.118,920
521,9.165,920
522,9.18,920
523,9.183,920
524,9.191,920
525,9.19,920
526,9.189,920
527,9.268,920
528,9.141,920
529,9.278,920
530,9.221,920
531,9.284,920
532,9.256,920
533,9.203,920
534,9.253,920
535,9.288,920
536,9.251,920
537,9.38,920
538,9.292,920
539,9.272,920
540,9.41,920
541,9.192,920
542,9.283,920
543,9.293,920
544,9.296,920
545,9.375,920
546,9.376,920
547,9.317,920
548,9.278,920
549,9.275,920
550,9.352,920
551,9.382,920
552,9.342,920
553,9.311,920
554,9.312,920
555,9.258,920
556,9.421,920
557,9.319,920
558,9.253,920
559,9.288,920
560,9.306,920
561,9.344,920
562,9.2,920
563,9.325,920
564,9.247,920
565,9.348,920
566,9.41,920
567,9.377,920
568,9.401,920
569,9.332,920
570,9.377,920
571,9.417,920
572,9.392,920
573,9.399,920
574,9.384,920
575,9.46,920
576,9.424,920
577,9.451,920
578,9.405,920
579,9.531,920
580,9.424,920
581,9.459,920
582,9.505,920
583,9.41,920
584,9.483,920
585,9.456,920
586,9.469,920
587,9.503,920
588,9.525,920
589,9.58,920
590,9.544,920
591,9.587,920
592,9.581,920
593,9.57,920
594,9.602,920
595,9.457,920
596,9.505,920
597,9.474,920
598,9.587,920
599,9.582,920
600,9.588,920
601,9.619,920
602,9.581,920
603,9.424,920
604,9.41,920
605,9.442,920
606,9.568,920
607,9.573,920
608,9.639,920
609,9.538,920
610,9.607,920
611,9.553,920
612,9.46,920
613,9.502,920
614,9.69,920
615,9.547,920
616,9.514,920
617,9.473,920
618,9.434,920
619,9.575,920
620,9.518,920
621,9.371,920
622,9.691,920
623,9.633,920
624,9.608,920
625,9.413,920
626,9.652,920
627,9.58,920
628,9.463,920
629,9.614,920
630,9.719,920
631,9.509,920
632,9.469,920
633,9.643,920
634,9.639,920
635,9.508,920
636,9.722,920
637,9.749,920
638,9.475,920
639,9.476,920
640,9.578,920
641,9.543,920
642,9.566,920
643,9.506,920
644,9.56,920
645,9.619,920
646,9.585,920
647,9.557,920
648,9.686,920
649,9.553,920
650,9.532,920
651,9.513,920
652,9.547,920
653,9.554,920
654,9.541,920
655,9.551,920
656,9.464,920
657,9.585,920
658,9.393,920
659,9.659,920
660,9.645,920
661,9.493,920
662,9.483,920
663,9.512,920
664,9.603,920
665,9.639,920
666,9.426,920
667,9.515,920
668,9.466,920
669,9.486,920
670,9.59,920
671,9.39,920
672,9.475,920
673,9.477,920
674,9.444,920
675,9.522,920
676,9.451,920
677,9.498,920
678,9.629,920
679,9.511,920
680,9.524,920
681,9.55,920
682,9.48,920
683,9.5,920
684,9.391,920
685,9.441,920
686,9.452,920
687,9.482,920
688,9.538,920
689,9.493,920
690,9.59,920
691,9.512,920
692,9.606,920
693,9.604,920
694,9.529,920
695,9.547,920
696,9.525,920
697,9.544,920
698,9.561,920
699,9.584,920
700,9.624,920
701,9.618,920
702,9.616,920
703,9.583,920
704,9.696,920
705,9.703,920
706,9.661,920
707,9.651,920
708,9.557,920
709,9.706,920
710,9.663,920
711,9.565,920
712,9.63,920
713,9.647,920
714,9.706,920
715,9.64,920
716,9.699,920
717,9.735,920
718,9.702,920
719,9.665,920
720,9.65,920
721,9.685,920
722,9.679,920
723,9.791,920
724,9.701,920
725,9.777,920
726,9.669,920
727,9.722,920
728,9.676,920
729,9.718,920
730,9.767,920
731,9.772,920
732,9.777,920
733,9.823,920
734,9.709,920
735,9.75,920
736,9.732,920
737,9.81,920
738,9.766,920
739,9.765,920
740,9.907,920
741,10.043,920
742,9.965,920
743,9.823,920
744,9.81,920
745,9.888,920
746,9.866,920
747,9.913,920
748,9.879,920
749,9.808,920
750,9.837,920
751,9.89,920
752,9.875,920
753,9.877,920
754,9.883,920
755,9.908,920
756,9.842,920
757,9.95,920
758,9.949,920
759,9.899,920
760,9.97,920
761,9.988,920
762,9.971,920
763,9.945,920
764,9.95,920
765,9.992,920
766,9.914,920
767,9.972,920
768,9.99,920
769,9.933,920
770,9.939,920
771,10.076,920
772,9.965,920
773,9.934,920
774,9.963,920
775,10.005,920
776,10.081,920
777,10.076,920
778,10.025,920
779,10.104,920
780,10.009,920
781,10.109,920
782,10.14,920
783,10.116,920
784,10.094,920
785,10.105,920
786,10.122,920
787,10.127,920
788,10.11,920
789,10.128,920
790,10.104,920
791,10.064,920
792,10.185,920
793,10.153,920
794,10.072,920
795,10.168,920
796,10.225,920
797,10.197,920
798,10.231,920
799,10.201,920
800,10.271,920
801,10.311,920
802,10.251,920
803,10.349,920
804,10.273,920
805,10.203,920
806,10.29,920
807,10.315,920
808,10.205,920
809,10.295,920
810,10.285,920
811,10.274,920
812,10.371,920
813,10.303,920
814,10.322,920
815,10.315,920
816,10.293,920
817,10.285,920
818,10.326,920
819,10.375,920
820,10.362,920
821,10.403,920
822,10.387,920
823,10.4,920
824,10.439,920
825,10.337,920
826,10.372,920
827,10.463,920
828,10.406,920
829,10.351,920
830,10.413,920
831,10.424,920
832,10.372,920
833,10.505,920
834,10.388,920
835,10.451,920
836,10.425,920
837,10.422,920
838,10.485,920
839,10.456,920
840,10.528,920
841,10.512,920
842,10.524,920
843,10.536,920
844,10.48,920
845,10.512,920
846,10.492,920
847,10.511,920
848,10.535,920
849,10.471,920
850,10.603,920
851,10.527,920
852,10.556,920
853,10.599,920
854,10.506,920
855,10.53,920
856,10.501,920
857,10.567,920
858,10.53,920
859,10.612,920
860,10.625,920
861,10.613,920
862,10.592,920
863,10.55,920
864,10.718,920
865,10.575,920
866,10.515,920
867,10.733,920
868,10.663,920
869,10.634,920
870,10.62,920
871,10.599,920
872,10.58,920
873,10.614,920
874,10.728,920
875,10.731,920
876,10.621,920
877,10.669,920
878,10.635,920
879,10.682,920
880,10.881,920
881,10.718,920
882,10.731,920
883,10.759,920
884,10.729,920
885,10.777,920
886,10.792,920
887,10.826,920
888,10.861,920
889,10.803,920
890,10.825,920
891,10.792,920
892,10.765,920
893,10.846,920
894,10.891,920
895,10.847,920
896,10.859,920
897,10.846,920
898,10.9,920
899,10.885,920
900,10.899,920
901,10.807,920
902,10.859,920
903,10.976,920
904,10.807,920
905,10.896,920
906,10.917,920
907,10.927,920
908,10.926,920
909,10.955,920
910,10.979,920
911,10.967,920
912,10.989,920
913,10.938,920
914,11.071,920
915,10.983,920
916,10.985,920
917,11.018,920
918,11.028,920
919,11.062,920
920,11.097,920
921,11.235,920
922,11.157,920
923,11.195,920
924,11.14,920
925,11.222,920
926,11.187,920
927,11.251,920
928,11.154,920
929,11.229,920
930,11.404,920
931,11.111,920
932,11.248,920
933,11.158,920
934,11.25,920
935,11.278,920
936,11.272,920
937,11.322,920
938,11.304,920
939,11.274,920
940,11.291,920
941,11.259,920
942,11.265,920
943,11.365,920
944,11.286,920
945,11.385,920
946,11.325,920
947,11.35,920
948,11.366,920
949,11.415,920
950,11.376,920
951,11.463,920
952,11.49,920
953,11.439,920
954,11.509,920
955,11.395,920
956,11.43,920
957,11.515,920
958,11.498,920
959,11.577,920
960,11.494,920
961,11.594,920
962,11.523,920
963,11.674,920
964,11.641,920
965,11.583,920
966,11.565,920
967,11.594,920
968,11.561,920
969,11.612,920
970,11.589,920
971,11.584,920
972,11.607,920
973,11.673,920
974,11.772,920
975,11.824,920
976,11.701,920
977,11.801,920
978,11.662,920
979,11.76,920
980,11.707,920
981,11.818,920
982,11.688,920
983,11.767,920
984,11.777,920
985,11.756,920
986,11.828,920
987,11.953,920
988,11.894,920
989,11.896,920
990,12.004,920
991,12.043,920
992,11.95,920
993,11.938,920
994,11.943,920
995,11.931,920
996,11.975,920
997,12.031,920
998,11.952,920
999,12.079,920
1000,12.049,920
